case_id,source_kind,prompt,reference_answer,reference_source,answer_hash,source_row_id,question_variant_rank,token_count_reference,source_dataset,source_revision,adapter_raw_answer,adapter_answer,adapter_token_f1,adapter_reference_marker_recall,adapter_protocol_marker_count,adapter_repeated_ngram_ratio,adapter_generated_tokens,adapter_latency_seconds,adapter_hit_max_new_tokens,adapter_error,reviewer_substance_correct,reviewer_citation_correct,reviewer_complete,reviewer_current,reviewer_grounded,reviewer_abstained_appropriately,reviewer_notes
qa-test-00106,qa_test,Apa isi legal dari Pasal 21 dalam Peraturan Menter! Keuangan Republik Indonesia No nan Tahun 2015?,"Isi legal dari Pasal 21 dalam Peraturan Menter! Keuangan Republik Indonesia No nan Tahun 2015 tentang Perlakuan Perpajakan, Kepabeanan, Dan Cukai Pada:
ayat (2) huruf b angka 2.",answer:77e6b5dfae4620e285c4840ec06795494ce06b8dfd96e94f6f5251f00f0f2f22,77e6b5dfae4620e285c4840ec06795494ce06b8dfd96e94f6f5251f00f0f2f22,train-00008-of-00021.parquet:7518072,1,90,Azzindani/Indonesian_Regulation_QA,54e65e937f1a8cc87cd0fc55eb944c0a6383efe1,"Isi legal dari Pasal 21 dalam Peraturan Menter! Keuangan Republik Indonesia No nan Tahun 2015 tentang Penilaian Barang Sitaan Dalam Rangka Penjualan Secara Lelang:
(1) Penilaian barang sitaan yang akan dijual secara lelang dilakukan oleh Penilai Pemerintah. (2) Penilaian barang sitaan sebagaimana dimaksud pada ayat (1) dilakukan dengan menggunakan metode Penilaian yang telah ditetapkan dalam Peraturan Menteri ini. (3) Dalam hal Penilaian sebagaimana dimaksud pada ayat (1) dilakukan oleh Penilai Pemerintah yang tidak memiliki kompetensi untuk melakukan Penilaian dengan menggunakan metode Penilaian yang telah ditetapkan dalam Peraturan Menteri ini, Penilaian dilakukan oleh Penilai Pemerintah yang memiliki kompetensi untuk melakukan Penilaian dengan menggunakan metode Penilaian yang telah ditetapkan dalam Peraturan Menteri ini. (4) Penilaian sebagaimana dimaksud pada ayat (1) dilakukan dengan menggunakan metode Penilaian yang telah ditetapkan dalam Peraturan Menteri ini. (5) Penilaian sebagaimana dimaksud pada ayat (1) dilakukan dengan menggunakan metode Penilaian yang telah ditetapkan dalam Peraturan Menteri ini. (6) Penilaian sebagaimana dimaksud pada ayat (1) dilakukan dengan menggunakan metode Penilaian yang telah ditetapkan dalam Peraturan Menteri ini. (7) Penilaian sebagaimana dimaksud pada ayat (1) dilakukan dengan menggunakan metode Penilaian yang telah ditetapkan dalam","Isi legal dari Pasal 21 dalam Peraturan Menter! Keuangan Republik Indonesia No nan Tahun 2015 tentang Penilaian Barang Sitaan Dalam Rangka Penjualan Secara Lelang:
(1) Penilaian barang sitaan yang akan dijual secara lelang dilakukan oleh Penilai Pemerintah. (2) Penilaian barang sitaan sebagaimana dimaksud pada ayat (1) dilakukan dengan menggunakan metode Penilaian yang telah ditetapkan dalam Peraturan Menteri ini. (3) Dalam hal Penilaian sebagaimana dimaksud pada ayat (1) dilakukan oleh Penilai Pemerintah yang tidak memiliki kompetensi untuk melakukan Penilaian dengan menggunakan metode Penilaian yang telah ditetapkan dalam Peraturan Menteri ini, Penilaian dilakukan oleh Penilai Pemerintah yang memiliki kompetensi untuk melakukan Penilaian dengan menggunakan metode Penilaian yang telah ditetapkan dalam Peraturan Menteri ini. (4) Penilaian sebagaimana dimaksud pada ayat (1) dilakukan dengan menggunakan metode Penilaian yang telah ditetapkan dalam Peraturan Menteri ini. (5) Penilaian sebagaimana dimaksud pada ayat (1) dilakukan dengan menggunakan metode Penilaian yang telah ditetapkan dalam Peraturan Menteri ini. (6) Penilaian sebagaimana dimaksud pada ayat (1) dilakukan dengan menggunakan metode Penilaian yang telah ditetapkan dalam Peraturan Menteri ini. (7) Penilaian sebagaimana dimaksud pada ayat (1) dilakukan dengan menggunakan metode Penilaian yang telah ditetapkan dalam",0.179245,1.0,0,0.374302,256,9.2988,True,,,,,,,,
qa-test-00107,qa_test,Apa saja elemen/komponen yang dibahas dalam Pasal 2 dari Peraturan Menteri Perindustrian Republik Indonesia No 36 Tahun 2024?,"Isi resmi sebagaimana tercatat dalam Pasal 2 dalam Peraturan Menteri Perindustrian Republik Indonesia No 36 Tahun 2024 tentang Pemberlakuan Standar Nasional Indonesia Dan Spesifikasi:
ayat (1) dikecualikan bagi Ubin Keramik yang: a. merupakan barang contoh untuk keperluan riset dan pengembangan produk Ubin Keramik dengan jumlah paling banyak 100 (seratus) keping ; b. digunakan sebagai contoh uji dalam rangka permohonan Sertifikat SNI dan/atau Sertifikat Kesesuaian Ubin Keramik; dan/ atau c. keperluannya merupakan barang pribadi penumpang sesuai ketentuan peraturan perundang undangan. (2) Ubin Keramik sebagaimana dimaksud pada ayat (1) tidak boleh diperjualbelikan atau dipindahtangankan. (3) Barang contoh untuk keperluan riset dan pengembangan produk Ubin Keramik sebagaimana dimaksud pada ayat (1) huruf a tidak dapat digunakan untuk keperluan tes pasar.",peraturan menteri|36|2024,797565507eff02a6ba855a3551e3dd3859f4cd95f1e1c18595ac148c05467437,train-00021-of-00021.parquet:20912385,1,231,Azzindani/Indonesian_Regulation_QA,54e65e937f1a8cc87cd0fc55eb944c0a6383efe1,"Isi resmi sebagaimana tercatat dalam Pasal 2 dalam Peraturan Menteri Perindustrian Republik Indonesia No 36 Tahun 2024 tentang Pemberlakuan Standar Nasional Indonesia Untuk Alat:
ayat (1) huruf a,<|im_end|>","Isi resmi sebagaimana tercatat dalam Pasal 2 dalam Peraturan Menteri Perindustrian Republik Indonesia No 36 Tahun 2024 tentang Pemberlakuan Standar Nasional Indonesia Untuk Alat:
ayat (1) huruf a,",0.372414,1.0,0,0.0,45,1.6822,False,,,,,,,,
qa-test-00108,qa_test,Sebutkan ketentuan resmi dari Pasal 17 menurut Peraturan Menter! Perhubungan Republik Indonesia No 54 Tahun 2016!,"Bacaan isi hukum Pasal berdasarkan Pasal 17 dalam Peraturan Menter! Perhubungan Republik Indonesia No 54 Tahun 2016 tentang Penyelenggaraan:
(1) Penyelenggara sarana perkeretaapian yang tidak memiliki identitas sarana perkeretaapian sebagaimana dimaksud dalam",answer:7d38fc8a9100ddbca11e47885518746e62e4569d645d9f430593f8f9f8747f8c,7d38fc8a9100ddbca11e47885518746e62e4569d645d9f430593f8f9f8747f8c,train-00007-of-00021.parquet:6983389,1,102,Azzindani/Indonesian_Regulation_QA,54e65e937f1a8cc87cd0fc55eb944c0a6383efe1,"Bacaan isi hukum Pasal berdasarkan Pasal 17 dalam Peraturan Menter! Perhubungan Republik Indonesia No 54 Tahun 2016 tentang Penerbangan Mengatur Guna:
(1) Penerbangan yang menggunakan frekuensi radio sebagaimana dimaksud dalam<|im_end|>","Bacaan isi hukum Pasal berdasarkan Pasal 17 dalam Peraturan Menter! Perhubungan Republik Indonesia No 54 Tahun 2016 tentang Penerbangan Mengatur Guna:
(1) Penerbangan yang menggunakan frekuensi radio sebagaimana dimaksud dalam",0.741935,1.0,0,0.0,54,2.0084,False,,,,,,,,
qa-test-00109,qa_test,Apa yang tertulis dalam Pasal 3 dalam Peraturan Menter! Keuangan Republik Indonesia No 68 Tahun 1983?,"Tertulis dalam Pasal 3 dalam Peraturan Menter! Keuangan Republik Indonesia No 68 Tahun 1983 tentang Perlakuan Pajak Penghasilan Atas Beasiswa Yang Memenuhi:
Komponen Beasiswa untuk pendidikan formal dan pendidikan nonformal sebagaimana dimaksud dalam",answer:7dc887c570f5ee83ded5a9cd347b4773d45d2583b40cd5013ccc494ab6410ab9,7dc887c570f5ee83ded5a9cd347b4773d45d2583b40cd5013ccc494ab6410ab9,train-00014-of-00021.parquet:13660499,1,95,Azzindani/Indonesian_Regulation_QA,54e65e937f1a8cc87cd0fc55eb944c0a6383efe1,"Tertulis dalam Pasal 3 dalam Peraturan Menter! Keuangan Republik Indonesia No 68 Tahun 1983 tentang Perubahan Atas Peraturan Menter! Keuangan:
ayat (1) huruf a, huruf b, huruf c, huruf d, huruf e, huruf f, huruf g, huruf h, huruf i, huruf j, huruf k, huruf 1, huruf m, huruf n, huruf p, huruf q, huruf r, huruf s, huruf t, huruf u, huruf v, huruf w, huruf x, huruf y, huruf z, huruf aa, huruf ab, huruf ac, huruf ad, huruf ae, huruf af, huruf ag, huruf ah, huruf ai, huruf aj, huruf ak, huruf al, huruf am, huruf an, huruf ao, huruf ap, huruf aq, huruf ar, huruf as, huruf at, huruf au, huruf av, huruf aw, huruf ax, huruf ay, huruf az, huruf ba, huruf bb, huruf bc, huruf bd, huruf be, huruf bf, huruf bg, huruf bh, huruf bi, huruf bj, huruf bk, huruf bl, huruf bm, huruf bn, huruf bo, huruf bp, huruf bq, huruf br, huruf bs, huruf bt, huruf bu","Tertulis dalam Pasal 3 dalam Peraturan Menter! Keuangan Republik Indonesia No 68 Tahun 1983 tentang Perubahan Atas Peraturan Menter! Keuangan:
ayat (1) huruf a, huruf b, huruf c, huruf d, huruf e, huruf f, huruf g, huruf h, huruf i, huruf j, huruf k, huruf 1, huruf m, huruf n, huruf p, huruf q, huruf r, huruf s, huruf t, huruf u, huruf v, huruf w, huruf x, huruf y, huruf z, huruf aa, huruf ab, huruf ac, huruf ad, huruf ae, huruf af, huruf ag, huruf ah, huruf ai, huruf aj, huruf ak, huruf al, huruf am, huruf an, huruf ao, huruf ap, huruf aq, huruf ar, huruf as, huruf at, huruf au, huruf av, huruf aw, huruf ax, huruf ay, huruf az, huruf ba, huruf bb, huruf bc, huruf bd, huruf be, huruf bf, huruf bg, huruf bh, huruf bi, huruf bj, huruf bk, huruf bl, huruf bm, huruf bn, huruf bo, huruf bp, huruf bq, huruf br, huruf bs, huruf bt, huruf bu",0.160804,1.0,0,0.0,256,9.2939,True,,,,,,,,
qa-test-00110,qa_test,Berikan isi dokumen dari Pasal 16 dalam Peraturan Presiden Republik Indonesia No 98 Tahun 1945!,"Isi dokumen dari Pasal 16 dalam Peraturan Presiden Republik Indonesia No 98 Tahun 1945 tentang Lembaga Ketahanan Nasional Republik Indonesia:
Dalam melaksanakan tugas sebagaimana dimaksud dalam",peraturan presiden|98|1945,7edd5f27908f429f4604f36ed966cd2ca32092f48fd7d9268a9956d218e94ccf,train-00002-of-00021.parquet:1557495,1,77,Azzindani/Indonesian_Regulation_QA,54e65e937f1a8cc87cd0fc55eb944c0a6383efe1,"Isi dokumen dari Pasal 16 dalam Peraturan Presiden Republik Indonesia No 98 Tahun 1945 tentang Kementerian Agama:
Dalam melaksanakan tugas sebagaimana dimaksud dalam<|im_end|>","Isi dokumen dari Pasal 16 dalam Peraturan Presiden Republik Indonesia No 98 Tahun 1945 tentang Kementerian Agama:
Dalam melaksanakan tugas sebagaimana dimaksud dalam",0.857143,1.0,0,0.0,35,1.3197,False,,,,,,,,
qa-test-00111,qa_test,Apa saja elemen/komponen yang dibahas dalam Pasal 53 dari Peraturan Menteri Agama Republik Indonesia No 28 Tahun 2021?,"Isi resmi sebagaimana tercatat dalam Pasal 53 dalam Peraturan Menteri Agama Republik Indonesia No 28 Tahun 2021 tentang Organisasi Dan Tata Kerja Universitas Islam Negeri:
Lembaga Penjaminan Mutu sebagaimana dimaksud dalam",peraturan menteri|28|2021,802e41aeb4b4a1621e0a5a1ba41b17aa5b8653e297b308c922f3551e944a67b1,train-00016-of-00021.parquet:15869585,1,94,Azzindani/Indonesian_Regulation_QA,54e65e937f1a8cc87cd0fc55eb944c0a6383efe1,"Isi resmi sebagaimana tercatat dalam Pasal 53 dalam Peraturan Menteri Agama Republik Indonesia No 28 Tahun 2021 tentang Organisasi Dan Tata Kerja Universitas Islam Negeri:
(1) Unit Pelaksana Teknis Bahasa sebagaimana dimaksud dalam<|im_end|>","Isi resmi sebagaimana tercatat dalam Pasal 53 dalam Peraturan Menteri Agama Republik Indonesia No 28 Tahun 2021 tentang Organisasi Dan Tata Kerja Universitas Islam Negeri:
(1) Unit Pelaksana Teknis Bahasa sebagaimana dimaksud dalam",0.875,1.0,0,0.0,51,1.9057,False,,,,,,,,
qa-test-00112,qa_test,Apa isi legal dari Pasal 39 dalam Peraturan Pemerintah Republik Indonesia No 32 Tahun 2009?,"Isi legal dari Pasal 39 dalam Peraturan Pemerintah Republik Indonesia No 32 Tahun 2009 tentang Tempat Penimbunan Berikat:
Ayat (1) Cukup jelas. Ayat (2) Huruf a Yang dimaksud dengan “batas-batas yang jelas” adalah b atas yang berupa tembok yang memisahkan antara Kawasan Da ur Ulang Berikat dengan bangunan, tempat, atau kawasan lain di luar Kawasan Daur Ulang Berikat. Huruf b Cukup jelas. Huruf c Yang dimaksud dengan ”izin lainnya” antara lain izin mendirikan bangunan, akta pendirian usaha, dan kartu identitas pemohon izin. Huruf d Cukup jelas. Huruf e Cukup jelas.",peraturan pemerintah|32|2009,80b17f4c22926f7cb969969606588f82e2cf14954646218e881a2f63afd247bb,train-00001-of-00021.parquet:889947,1,179,Azzindani/Indonesian_Regulation_QA,54e65e937f1a8cc87cd0fc55eb944c0a6383efe1,"Isi legal dari Pasal 39 dalam Peraturan Pemerintah Republik Indonesia No 32 Tahun 2009 tentang Perlindungan Terhadap Petugas Pemasyarakatan:
Cukup jelas.<|im_end|>","Isi legal dari Pasal 39 dalam Peraturan Pemerintah Republik Indonesia No 32 Tahun 2009 tentang Perlindungan Terhadap Petugas Pemasyarakatan:
Cukup jelas.",0.303571,1.0,0,0.0,39,1.4774,False,,,,,,,,
qa-test-00113,qa_test,Tulis isi hukum dari Pasal 24 dalam Peraturan Menteri Pendayagunaan Aparatur Negara No 2 Tahun 2020!,"Isi hukum dari Pasal 24 dalam Peraturan Menteri Pendayagunaan Aparatur Negara No 2 Tahun 2020 tentang Jabatan Fungsional Pengawas Farmasi Dan Makanan:
(1) Pengawas Farmasi dan Makanan wajib menyusun SKP setiap awal tahun . (2) SKP merupakan target kinerja Pengawas Farmasi dan Makanan berdasarkan penetapan kinerja unit kerja yang bersangkutan. (3) SKP untuk setiap jenjang jabatan diambil dari uraian kegiatan tugas jabatan sebagai turunan dari penetapan kinerja unit kerja.",peraturan menteri|2|2020,832b3fdca4c710a64149aeabca229168231211d40a2ecc6c554f30c66d4a1d01,train-00015-of-00021.parquet:14055068,1,149,Azzindani/Indonesian_Regulation_QA,54e65e937f1a8cc87cd0fc55eb944c0a6383efe1,"Isi hukum dari Pasal 24 dalam Peraturan Menteri Pendayagunaan Aparatur Negara No 2 Tahun 2020 tentang Jabatan Fungsional Asisten Penguji Prasarana Perkeretaapian:
(1) Pengangkatan dalam Jabatan Fungsional Asisten Penguji Prasarana Perkeretaapian melalui promosi sebagaimana dimaksud dalam<|im_end|>","Isi hukum dari Pasal 24 dalam Peraturan Menteri Pendayagunaan Aparatur Negara No 2 Tahun 2020 tentang Jabatan Fungsional Asisten Penguji Prasarana Perkeretaapian:
(1) Pengangkatan dalam Jabatan Fungsional Asisten Penguji Prasarana Perkeretaapian melalui promosi sebagaimana dimaksud dalam",0.384615,1.0,0,0.032258,78,2.8925,False,,,,,,,,
qa-test-00114,qa_test,Sampaikan isi hukum dalam Pasal 5 dari Peraturan Menter! Keuangan Republik Indonesia No nan Tahun 1995!,"Ketentuan hukum dalam Pasal 5 dalam Peraturan Menter! Keuangan Republik Indonesia No nan Tahun 1995 tentang Penetapan Tarif Bea Masuk:
- -Rock lobster and other sea crawfish (Palinurus spp., Panulirus spp.,Jasus spp.) : (Palinurus spp., Panulirus spp., Jasus spp.) : 362 0306.11.10 - - -Diasapi - - -Smoked 0,00% 363 0306.11.90 - - -Lain-lain - - -Other 0,00% 0306.12 - -Lobster (Homarus spp.) : - -Lobsters (Homarus spp.): 364 0306.12.10 - - -Diasapi - - -Smoked 0,00% 365 0306.12.90 - - -Lain-lain - - -Other 0,00°10 0306.14 - -Kepiting : - -Crabs : 366 0306.14.10 - - -Kepiting cangkang lunak - - -Soft shell crabs 0,00°10 367 0306.14.90 - - -Lain-lain - - -Other 0,00% 368 0306.15.00 - -Lobster Norwegia (Nephrops norvegic us) - -Norway lobsters (Nephrops norvegic us) 0,00% 369 0306.16.00 - -Udang dan udang besar air dingin (Pandalus - -Cold-water shrimps and prawns (Panda/us 0,00% spp, Crangon crangon) spp., Crangon crangon) 0306.17 - -Udang dan udang besar lainnya : - -Other shrimps and prawns : - - -Udang windu (Penaeus monodon) : - - -Giant tiger prawns (Penaeus monodon) : 370 0306.17.11 - - - -Tanpa kepala - - - - Headless 0,00°10 371 0306.17.19 - - - - Lain-lain - - - - Other 0,00% - - -Udang vanamei (Liptopenaeus vannam ei) : - - -Whiteleg shrimps (Litopenaeus vannam ei): 372 0306.17.21 - - - -Tanpa kepala, dengan ekor - - - - Headless, with tail 0,00% 373 0306.17.22 - - - -Tanpa kepala, tanpa ekor - - - - Headless, without tail 0,00% 374 0306.17.29 - - - - Lain-lain - - - - Other 0,00% 375 0306.17.30 - - -Udang galah (Macrobr achium rosenbergii) - - -Giant river prawns (Macrobra chium 0,00% rosenber gii) 376 0306.17.90 - - -Lain-lain - - -Other 0,00% 377 0306.19.00 - -Lain-lain, termasuk tepung, tepung kasar dan - -Other, including flours, meals and pellets of 0,00% pelet dari udang-udangan, layak untuk crustaceans, fit for human consumption dikonsumsi manusia -Hidup, segar atau dingin : -Live, fresh or chilled : 0306.31 - -Lobster karang dan udang taut besar lainnya - -Rock lobster and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp) : (Palinurus spp., Panulirus spp., Jasus spp.) : 378 0306.31.10 - - -Bibit - - -Breeding 0,00% 379 0306.31.20 - - -Lain-lain, hidup - - -Other, live 0,00% 380 0306.31.30 - - -Segar atau dingin - - -Fresh or chilled 0,00% 0306.32 - -Lobster (Homarus spp.) : - - Lobsters (Homarus spp.) : 381 0306.32.10 - - -Bibit - - -Breeding 0,00°10 382 0306.32.20 - - -Lain-lain, hidup -- -Other, Live 0,00% 383 0306.32.30 - - -Segar atau dingin - - -Fresh or chilled 0,00% 384 0306.33.00 - - Kepiting - - Crabs 0,00% 385 0306.34.00 - -Lobster Norwegia (Nephrops norvegic us) - -Norway lobsters (Nephrops norvegic us) 0,00% 0306.35 - -Udang dan udang besar air dingin (Pandalus - -Cold-water shrimps and prawns (Pandalus spp, Crangon crangon) : spp., Crangon crangon) : 386 0306.35.10 - - -Bibit - - -Breeding 0,00% 387 0306.35.20 - - -Lain-lain, hidup - - -Other, live 0,00% 388 0306.35.30 - - -Segar atau dingin - - -Fresh or chilled 0,00% 0306.36 - -Udang dan udang besar lainnya",answer:8a661387d10164fc425d749ff3b7fe886098da3dcaee6abde8447608c44b1efa,8a661387d10164fc425d749ff3b7fe886098da3dcaee6abde8447608c44b1efa,train-00008-of-00021.parquet:7593807,1,1489,Azzindani/Indonesian_Regulation_QA,54e65e937f1a8cc87cd0fc55eb944c0a6383efe1,"Ketentuan hukum dalam Pasal 5 dalam Peraturan Menter! Keuangan Republik Indonesia No nan Tahun 1995 tentang Penetapan Tarif Bea Masuk:
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -","Ketentuan hukum dalam Pasal 5 dalam Peraturan Menter! Keuangan Republik Indonesia No nan Tahun 1995 tentang Penetapan Tarif Bea Masuk:
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -",0.079681,1.0,0,0.0,256,9.3418,True,,,,,,,,
qa-test-00115,qa_test,Bagaimana bunyi lengkap dari Pasal 43 berdasarkan Undang- Undan G Republik Indonesia No 5 Tahun 2011?,"Bunyi lengkap dari Pasal berdasarkan Pasal 43 dalam Undang- Undan G Republik Indonesia No 5 Tahun 2011 tentang Akuntan Publik:
(1) Akuntan Publik berhimpun dalam wadah Asosiasi Profesi Akuntan Publik . (2) Menteri menetapkan hanya 1 (satu) Asosiasi Profesi Akuntan Publik untuk menjalankan kewenangan sesuai dengan ketentuan dalam Undang- Undang ini. (3) Asosiasi Profesi Akuntan Publik sebagaimana dimaksud pada ayat (2) harus memenuhi kriteria sebagai berikut: a. berbentuk badan hukum sesuai dengan ketentuan peraturan perundang- undang an; b. mempunyai anggota paling sedikit 2/3 (dua per tiga) dari seluruh Akuntan Publik; c. memiliki anggaran dasar dan anggaran rumah tangga; d. mempunyai susunan pengurus yang telah disahkan oleh rapat anggota; e. memiliki program mengenai pelatihan profesional berkelanjutan; f. memiliki kode etik organisasi; dan g. memiliki program reviu mutu bagi Akuntan Publik yang menjadi anggotanya. (4) Asosiasi Profesi Akuntan Publik sebagaimana dimaksud pada ayat (2) ditetapkan dengan Keputusan Menteri.",answer:8afe3378505b792dffec4620fb85930e913bc5b2bb29d0f32eff1ab3c671a3b2,8afe3378505b792dffec4620fb85930e913bc5b2bb29d0f32eff1ab3c671a3b2,train-00004-of-00021.parquet:3158190,1,273,Azzindani/Indonesian_Regulation_QA,54e65e937f1a8cc87cd0fc55eb944c0a6383efe1,"Bunyi lengkap dari Pasal berdasarkan Pasal 43 dalam Undang- Undan G Republik Indonesia No 5 Tahun 2011 tentang Akuntan Publik:
Cukup jelas.<|im_end|>","Bunyi lengkap dari Pasal berdasarkan Pasal 43 dalam Undang- Undan G Republik Indonesia No 5 Tahun 2011 tentang Akuntan Publik:
Cukup jelas.",0.238095,1.0,0,0.0,39,1.4724,False,,,,,,,,
qa-test-00116,qa_test,Apa saja elemen/komponen yang dibahas dalam Pasal 56 dari Peraturan Pemerintah Republik Indonesia No 6 Tahun 2021?,"Isi resmi sebagaimana tercatat dalam Pasal 56 dalam Peraturan Pemerintah Republik Indonesia No 6 Tahun 2021 tentang Tata Cara Pengenaan Sanksi Administratif Dan Tata Cara:
(1) Hasil penjualan secara lelang digunakan untuk membayar Denda Administratif. (2) Dalam hal hasil penjualan s ecara lelang sudah mencapai jumlah yang cukup untuk melunasi Denda Administratif, pelaksanaan lelang dihentikan. (3) Menteri segera mengembalikan sisa barang hasil penyitaan aset beserta kelebihan uang hasil penjualan secara lelang kepada Setiap Orang setelah pelaksanaan lelang.",peraturan pemerintah|6|2021,8c95d2db0e35f7949cdebaca229cb74ee6d51ac835e99a618f149cd902ceff49,train-00016-of-00021.parquet:15272785,1,159,Azzindani/Indonesian_Regulation_QA,54e65e937f1a8cc87cd0fc55eb944c0a6383efe1,"Isi resmi sebagaimana tercatat dalam Pasal 56 dalam Peraturan Pemerintah Republik Indonesia No 6 Tahun 2021 tentang Penyelenggaraan Bidang Pelayaran:
(1) Pengawasan terhadap kegiatan usaha angkutan laut sebagaimana dimaksud dalam<|im_end|>","Isi resmi sebagaimana tercatat dalam Pasal 56 dalam Peraturan Pemerintah Republik Indonesia No 6 Tahun 2021 tentang Penyelenggaraan Bidang Pelayaran:
(1) Pengawasan terhadap kegiatan usaha angkutan laut sebagaimana dimaksud dalam",0.35514,1.0,0,0.0,47,1.7655,False,,,,,,,,
qa-test-00117,qa_test,Uraikan teks hukum dari Pasal 334 menurut Undang- Undang Republik Indonesia No 23 Tahun 2014!,"Teks hukum dari Pasal 334 dalam Undang- Undang Republik Indonesia No 23 Tahun 2014 tentang Pemerintahan Daerah:
Cukup jelas.",answer:8d8476435834441d1b2bf3ac330da25a47362545dc7fae1c54ed6042ba8d047b,8d8476435834441d1b2bf3ac330da25a47362545dc7fae1c54ed6042ba8d047b,train-00003-of-00021.parquet:2509173,1,76,Azzindani/Indonesian_Regulation_QA,54e65e937f1a8cc87cd0fc55eb944c0a6383efe1,"Teks hukum dari Pasal 334 dalam Undang- Undang Republik Indonesia No 23 Tahun 2014 tentang Pemerintahan Daerah:
Cukup jelas.<|im_end|>","Teks hukum dari Pasal 334 dalam Undang- Undang Republik Indonesia No 23 Tahun 2014 tentang Pemerintahan Daerah:
Cukup jelas.",1.0,1.0,0,0.0,35,1.3254,False,,,,,,,,
qa-test-00118,qa_test,Berikan isi dokumen dari Pasal 7 dalam Republik I Ndonesia No 4 Tahun 1965!,"Isi dokumen dari Pasal 7 dalam Republik I Ndonesia No 4 Tahun 1965 tentang Pemberian Bantuan Penghidupan Orang Jompo:
ayat (2) dan memberi keterangan yang diperlukan pejabat itu mengenai orang yang sedang atau pernah diberinya tunjangan maupun dirawatnya. (3) Terhadap perseorangan yang dimaksud dalam ayat (2) pasal ini berlaku juga pasal -",answer:90dcbb0186fde933c2f8b4fc7cce5d86d89cd25b946af635c7e4375093126e94,90dcbb0186fde933c2f8b4fc7cce5d86d89cd25b946af635c7e4375093126e94,train-00011-of-00021.parquet:10728445,1,117,Azzindani/Indonesian_Regulation_QA,54e65e937f1a8cc87cd0fc55eb944c0a6383efe1,"Isi dokumen dari Pasal 7 dalam Republik I Ndonesia No 4 Tahun 1965 tentang Pembentukan Daerah Tingkat Ii Sarolangun -Bangko Dan:
. (1) Dengan terbentuknya Daerah Tingkat II Sarolangun -Bangko dan Daerah Tingkat II Tanjung Jabung, maka Daerah Tingkat II Sarolangun dan Daerah Tingkat II Tanjung Jabung, sebagaimana dimaksud dalam<|im_end|>","Isi dokumen dari Pasal 7 dalam Republik I Ndonesia No 4 Tahun 1965 tentang Pembentukan Daerah Tingkat Ii Sarolangun -Bangko Dan:
. (1) Dengan terbentuknya Daerah Tingkat II Sarolangun -Bangko dan Daerah Tingkat II Tanjung Jabung, maka Daerah Tingkat II Sarolangun dan Daerah Tingkat II Tanjung Jabung, sebagaimana dimaksud dalam",0.34,1.0,0,0.045455,80,2.9563,False,,,,,,,,
qa-test-00119,qa_test,Apa saja hal yang dijelaskan dalam Pasal 10 dari Peraturan Menteri Perhubungan Republik Indonesia No 119 Tahun 2017?,"Berikut adalah isi hukum dari Pasal 10 dalam Peraturan Menteri Perhubungan Republik Indonesia No 119 Tahun 2017 tentang Pejabat Pemeriksa Kelaiklautan Dan:
,",peraturan menteri|119|2017,939c93455983074cb2e3293f80909031914e367244a08c2e08b1af2182abb388,train-00008-of-00021.parquet:7754911,1,84,Azzindani/Indonesian_Regulation_QA,54e65e937f1a8cc87cd0fc55eb944c0a6383efe1,"Berikut adalah isi hukum dari Pasal 10 dalam Peraturan Menteri Perhubungan Republik Indonesia No 119 Tahun 2017 tentang Organisasi Dan Tata Kerja:
(1) Subbagian Tata Usaha sebagaimana dimaksud dalam<|im_end|>","Berikut adalah isi hukum dari Pasal 10 dalam Peraturan Menteri Perhubungan Republik Indonesia No 119 Tahun 2017 tentang Organisasi Dan Tata Kerja:
(1) Subbagian Tata Usaha sebagaimana dimaksud dalam",0.745098,1.0,0,0.0,47,1.7631,False,,,,,,,,
