case_id,source_available_in_candidate_corpus,regulation_key,query_article,prompt,reference_answer,retrieval_status,candidate_chunk_count,retrieved_source_ids,adapter_no_rag_answer,adapter_with_candidate_rag_answer,no_rag_reference_token_f1,rag_reference_token_f1,rag_grounded_token_precision,rag_citation_signal_present,rag_appropriate_abstention_when_source_missing,reviewer_no_rag_rating_1_to_5,reviewer_rag_rating_1_to_5,reviewer_preferred_condition,reviewer_substance_correct,reviewer_grounded,reviewer_current,reviewer_notes
qa-covered-0059,True,peraturan presiden|9|2013,Pasal 7,Apa yang tertulis dalam Pasal 7 dalam Peraturan Presiden Republik Indonesia No 9 Tahun 2013?,"Tertulis dalam Pasal 7 dalam Peraturan Presiden Republik Indonesia No 9 Tahun 2013 tentang Penyelenggaraan Pengelolaan Kegiatan Usaha Hulu Minyak Da N:
, diangkat dan diberhentikan oleh Kepala SKK Migas.",found,1,kg-675345c97935-fa98874df4b93e679ef9-0,"Tertulis dalam Pasal 7 dalam Peraturan Presiden Republik Indonesia No 9 Tahun 2013 tentang Badan Pertanahan Nasional:
(1) Sekretariat Utama berada di bawah dan bertanggung jawab kepada Kepala. (2) Sekretariat Utama dipimpin oleh Sekretaris Utama.","Struktur Organisasi SKK Migas sebagaimana dimaksud dalam Pasal 2 ayat (1), terdiri dari:
- a. Kepala;
- b. Wakil Kepala;
- c. Sekretaris;
- d. Pengawas Internal; dan
- e. Deputi, paling banyak 5 (lima) orang.",0.53125,0.2,1.0,False,,,,,,,,
qa-covered-0060,True,undang-undang|17|2008,Pasal 41,Apa isi legal dari Pasal 41 dalam Undang-Undang Republik Indonesia No 17 Tahun 2008?,"Isi legal dari Pasal 41 dalam Undang-Undang Republik Indonesia No 17 Tahun 2008 tentang P E L A Y A R A N:
(1) Tanggung jawab sebagaimana dimaksud dalam",found,1,kg-837cfb09010d-61f6fbf7e5913fb66580-0,"Isi legal dari Pasal 41 dalam Undang-Undang Republik Indonesia No 17 Tahun 2008 tentang Perubahan Atas Undang-Undang:
A (1) Dalam hal terdapat perbedaan pendapat dalam pengambilan keputusan, keputusan diambil berdasarkan musyawarah untuk mufakat. (2) Dalam hal musyawarah untuk mufakat sebagaimana dimaksud pada ayat (1) tidak tercapai, keputusan diambil berdasarkan suara terbanyak. (3) Keputusan yang diambil berdasarkan suara terbanyak sebagaimana dimaksud pada ayat (2) harus mendapat dukungan sekurang-kurangnya 2/3 (dua per tiga) dari jumlah anggota yang hadir. 10. Ketentuan","Isi legal dari Pasal 41 dalam Undang-Undang Republik Indonesia No 17 Tahun 2008 tentang Pelayaran:
(1) Tanggung jawab sebagaimana dimaksud dalam",0.357143,0.807692,0.545455,False,,,,,,,,
qa-covered-0061,True,keputusan presiden|81|1999,Pasal 9,Apa yang tertulis dalam Pasal 9 dalam Keputusan Presiden Republik Indonesia No 81 Tahun 1999?,"Tertulis dalam Pasal 9 dalam Keputusan Presiden Republik Indonesia No 81 Tahun 1999 tentang Pembentukan Komisi Pemeriksa Kekayaan:
(1)Susunan keanggotaan sebagaimana dimaksud dalam",found,1,kg-36706a9349a9-3d7e4d25abbe6e742853-0,"Tertulis dalam Pasal 9 dalam Keputusan Presiden Republik Indonesia No 81 Tahun 1999 tentang Badan Koordinasi Penanaman Modal:
(1) Sekretariat Utama mempunyai tugas membantu Kepala dalam memimpin pelaksanaan tugas dan fungsi BKP M. (2) Sekretariat Utama dipimpin oleh Sekretaris Utama.","Teks Pasal berdasarkan Pasal 9 dalam Keputusan Presiden Republik Indonesia No 81 Tahun 1999 tentang Pembentukan Komisi Pemeriksa Kekayaan Penyelenggara Negara:
(1) Susunan keanggotaan sebagaimana dimaksud dalam",0.5,0.862745,0.823529,False,,,,,,,,
qa-covered-0062,True,undang-undang|17|2008,Pasal 112,Apa frasa hukum dalam Pasal 112 dari Undang-Undang Republik Indonesia No 17 Tahun 2008?,"Frasa hukum dalam Pasal 112 dalam Undang-Undang Republik Indonesia No 17 Tahun 2008 tentang P E L A Y A R A N:
(1) Setiap orang yang melanggar ketentuan sebagaimana dimaksud dalam",found,1,kg-837cfb09010d-491444cc53de7ac9efae-0,"Frasa hukum dalam Pasal 112 dalam Undang-Undang Republik Indonesia No 17 Tahun 2008 tentang Perubahan Atas Undang-Undang:
A (1) Dalam hal terdapat perbedaan pendapat dalam pengambilan keputusan, keputusan diambil berdasarkan musyawarah untuk mufakat. (2) Dalam hal tidak tercapai mufakat sebagaimana dimaksud pada ayat (1), keputusan diambil berdasarkan suara terbanyak. (3) Dalam hal terdapat perbedaan pendapat dalam pengambilan keputusan, keputusan diambil berdasarkan musyawarah untuk mufakat. (4) Dalam hal tidak tercapai mufakat sebagaimana dimaksud pada ayat (3), keputusan diambil berdasarkan suara terbanyak. 17. Ketentuan","Frasa hukum dalam Pasal 112 dalam Undang-Undang Republik Indonesia No 17 Tahun 2008 tentang Pelayaran:
(1) Setiap orang yang melanggar ketentuan sebagaimana dimaksud dalam",0.358974,0.827586,0.615385,False,,,,,,,,
qa-covered-0063,True,keputusan presiden|52|2001,Pasal 17,Apa bunyi dari Pasal 17 menurut Keputusan Presiden Republik Indonesia No 52 Tahun 2001?,"(1) Deputi adalah jabatan eselon Ia. (2) Staf Ahli adalah jabatan eselon Ib. (3) Kepala Pusat dan Kepala Biro adalah jabatan eselon IIa. (4) Kepala Bidang dan Kepala Bagian adalah jabatan eselon IIIa. (5) Kepala Unit adalah jabatan setinggi-tingginya eselon IIIa. (6) Kepala Subbagian adalah jabatan eselon IVa."" 5. Ketentuan",found,1,kg-cac984d2c0ec-6258de61d2730813c903-0,"(1) Dalam melaksanakan tugasnya, Deputi dibantu oleh Sekretariat Deputi. (2) Sekretariat Deputi dipimpin oleh seorang Sekretaris Deputi.","Pasal 17 dalam Keputusan Presiden Republik Indonesia No 52 Tahun 2001 tentang Perubahan Atas Keputusan Presiden Nomor 117 Tahun 2000 Tentang Sekretariat Negara:
""Pasal 17 - (1) Deputi adalah jabatan eselon Ia. - (2) Staf Ahli adalah jabatan eselon Ib. - (3) Kepala Pusat dan Kepala Biro adalah jabatan eselon IIa. - (4) Kepala Bidang dan Kepala Bagian adalah jabatan eselon IIIa. - (5) Kepala Unit adalah jabatan setinggi-tingginya eselon IIIa. - (6) Kepala Subbagian adalah jabatan eselon IVa.""",0.088235,0.784,0.96,False,,,,,,,,
qa-covered-0064,True,peraturan pemerintah|69|2014,Pasal 23,Sampaikan isi hukum dalam Pasal 23 dari Peraturan Pemerintah Republik Indonesia No 69 Tahun 2014!,"Ketentuan hukum dalam Pasal 23 dalam Peraturan Pemerintah Republik Indonesia No 69 Tahun 2014 tentang Hak Guna Air:
Cukup jelas .",found,1,kg-e6a0e4896f6f-e71da54cbdb7a9be8951-0,"Ketentuan hukum dalam Pasal 23 dalam Peraturan Pemerintah Republik Indonesia No 69 Tahun 2014 tentang Tata Cara Pelaksanaan Penempatan:
(1) Dalam hal Penempatan TKI di luar negeri tidak dapat dilaksanakan, Perusahaan Penempatan TKI wajib memberikan ganti rugi kepada TKI. (2) Ganti rugi sebagaimana dimaksud pada ayat (1) diberikan dalam bentuk uang. (3) Besarnya ganti rugi sebagaimana dimaksud pada ayat (2) paling sedikit sebesar 100% (seratus persen) dari biaya yang dikeluarkan Perusahaan Penempatan TKI. (4) Besarnya biaya yang dikeluarkan Perusahaan Penempatan TKI sebagaimana dimaksud pada ayat (3) dihitung berdasarkan: a. biaya administrasi; b. biaya transportasi; c. biaya asuransi; d. biaya pelatihan; e. biaya penempatan; dan f. biaya lainnya. (5) Besarnya biaya administrasi sebagaimana dimaksud pada ayat (4) huruf a paling sedikit sebesar 10% (sepuluh persen) dari biaya transportasi. (6) Besarnya biaya transportasi sebagaimana dimaksud pada ayat (4) huruf b paling sedikit sebesar 50% (lima puluh persen) dari biaya transportasi. (7) Besarnya biaya asuransi sebagaimana dimaksud pada ayat (4) huruf c paling sedikit sebesar 10","Isi hukum dalam Pasal 23 dalam Peraturan Pemerintah Republik Indonesia No 69 Tahun 2014 tentang Hak Guna Air:
(1) Izin penggunaan Sumber Daya Air untuk Air Permukaan sebagaimana dimaksud dalam",0.163934,0.68,0.777778,False,,,,,,,,
qa-covered-0065,True,peraturan presiden|107|2013,Pasal 4,Sebutkan ketentuan resmi dari Pasal 4 menurut Peraturan Presiden Republik Indonesia No 107 Tahun 2013!,"Bacaan isi hukum Pasal berdasarkan Pasal 4 dalam Peraturan Presiden Republik Indonesia No 107 Tahun 2013 tentang Pelayanan Kesehatan Tertentu Berkaitan Dengan:
huruf a meliputi: a. pemberian dukungan kesehatan latihan TNI; b. pemberian dukungan kesehatan operasi TNI; c. pemeriksaan kesehatan anggota TNI; d. pelayanan kesehatan akibat kegiatan latihan dan operasi TNI; dan e. kegiatan promotif, preventif, dan rehabilitatif kesehatan.",found,1,kg-9a29b1ed2329-59446e46cdf100e56b6a-0,"Bacaan isi hukum Pasal berdasarkan Pasal 4 dalam Peraturan Presiden Republik Indonesia No 107 Tahun 2013 tentang Tunjangan Kinerja Pegawai Di Lingkungan:
(1) Tunjangan kinerja sebagaimana dimaksud dalam","Berdasarkan konteks yang diberikan, Pasal 4 dalam Peraturan Presiden Nomor 107 Tahun 2013 tentang Pelayanan Kesehatan Tertentu Berkaitan Dengan Kegiatan Operasional Kementerian Pertahanan, Tentara Nasional Indonesia, Dan Kepolisian Negara Republik Indonesia:
Pelayanan kesehatan tertentu TNI meliputi: a. pelayanan kesehatan anggota TNI yang berkaitan dengan kegiatan operasional; dan b. pelayanan kesehatan untuk mendukung tugas pokok dan fungsi TNI.",0.390805,0.568966,0.925,False,,,,,,,,
qa-covered-0066,True,peraturan pemerintah|34|2006,Pasal 40,Apa frasa hukum dalam Pasal 40 dari Peraturan Pemerintah Republik Indonesia No 34 Tahun 2006?,"Frasa hukum dalam Pasal 40 dalam Peraturan Pemerintah Republik Indonesia No 34 Tahun 2006 tentang Jalan:
ayat (1) dilakukan oleh penyelenggara jalan sesuai dengan status jalan masing-masing berdasarkan pedoman yang ditetapkan oleh Menteri. Bagian Keempat Perubahan Fungsi Jalan, Status Jalan, dan Kelas Jalan",found,1,kg-a3af474b6305-cdb3a4d12bb4a710cc97-0,"Frasa hukum dalam Pasal 40 dalam Peraturan Pemerintah Republik Indonesia No 34 Tahun 2006 tentang Perubahan Atas Peraturan Pemerintah Nomor 25 Tahun 2004:
A (1) Dalam hal hasil pemeriksaan sebagaimana dimaksud dalam","Frasa hukum dalam Pasal 40 dalam Peraturan Pemerintah Republik Indonesia No 34 Tahun 2006 tentang Jalan:
(1) Ruang milik jalan paling sedikit memiliki lebar sebagai berikut: - a. jalan bebas hambatan 30 (tiga puluh) meter; - b. jalan raya 25 (dua puluh lima) meter; - c. jalan sedang 15 (lima belas) meter; dan - d. jalan kecil 11 (sebelas) meter. (2) Ruang milik jalan diberi tanda batas ruang milik jalan yang ditetapkan oleh penyelenggara jalan. (3) Ketentuan lebih lanjut mengenai lebar ruang milik jalan sebagaimana dimaksud pada ayat (1) dan tanda batas ruang milik jalan sebagaimana dimaksud pada ayat (2) diatur dalam Peraturan Menteri.",0.447368,0.402778,0.942857,False,,,,,,,,
qa-covered-0067,True,undang-undang|17|2008,Pasal 328,Sebutkan ketentuan resmi dari Pasal 328 menurut Undang-Undang Republik Indonesia No 17 Tahun 2008!,"Bacaan isi hukum Pasal berdasarkan Pasal 328 dalam Undang-Undang Republik Indonesia No 17 Tahun 2008 tentang P E L A Y A R A N:
Cukup jelas.",found,1,kg-837cfb09010d-366e21d349210616641b-0,"Bacaan isi hukum Pasal berdasarkan Pasal 328 dalam Undang-Undang Republik Indonesia No 17 Tahun 2008 tentang Perubahan Atas Undang-Undang:
A (1) Dalam hal terdapat perbedaan pendapat dalam pengambilan keputusan, keputusan diambil berdasarkan musyawarah untuk mufakat. (2) Dalam hal musyawarah untuk mufakat sebagaimana dimaksud pada ayat (1) tidak tercapai, keputusan diambil berdasarkan suara terbanyak. (3) Keputusan yang diambil berdasarkan suara terbanyak sebagaimana dimaksud pada ayat (2) harus mendapat dukungan sekurang-kurangnya 2/3 (dua per tiga) dari jumlah anggota yang hadir. 10. Ketentuan","Berdasarkan konteks yang diberikan, Pasal 328 dalam UNDANG-UNDANG Nomor 17 Tahun 2008 tentang P E L A Y A R A N:
Setiap orang yang melakukan pengangkutan limbah bahan berbahaya dan beracun tanpa memenuhi persyaratan sebagaimana dimaksud dalam",0.321429,0.567164,0.666667,False,,,,,,,,
qa-covered-0068,True,peraturan presiden|19|2016,Pasal 43,Tulis isi hukum dari Pasal 43 dalam Peraturan Presiden Republik Indonesia No 19 Tahun 2016!,"Isi hukum dari Pasal 43 dalam Peraturan Presiden Republik Indonesia No 19 Tahun 2016 tentang Perubahan Kedua Atas Peraturan Presiden:
A diubah sehingga berbunyi sebagai berikut:",found,1,kg-398cb0e3af9e-4516fea3d9d3cb0588be-0,"Isi hukum dari Pasal 43 dalam Peraturan Presiden Republik Indonesia No 19 Tahun 2016 tentang Perubahan Atas Peraturan Presiden Nomor 10 Tahun 2010 Tentang:
diubah sehingga berbunyi sebagai berikut:","Isi hukum dari Pasal 43 dalam Peraturan Presiden Republik Indonesia No 19 Tahun 2016 tentang Perubahan Kedua Atas Peraturan Presiden Nomor 12 Tahun 2013 Tentang Jaminan Kesehatan:
(1) BPJS Kesehatan mengembangkan teknis operasionalisasi sistem pelayanan kesehatan, sistem kendali mutu pelayanan, dan sistem pembayaran pelayanan kesehatan untuk meningkatkan efisiensi dan efektivitas. (2) Pengembangan sebagaimana dimaksud pada ayat (1) dilaksanakan dalam rangka penyelenggaraan program Jaminan Kesehatan. (3) Dalam melaksanakan pengembangan sebagaimana dimaksud pada ayat (1), BPJS Kesehatan berkoordinasi dengan kementerian/lembaga terkait.",0.872727,0.377358,0.921569,False,,,,,,,,
qa-covered-0069,True,peraturan pemerintah|55|2006,Pasal 4,Apa saja poin yang tercantum dalam Pasal 4 dalam Peraturan Pemerintah Republik Indonesia No 55 Tahun 2006?,"Berikut kutipan verbatim dari Pasal 4 dalam Peraturan Pemerintah Republik Indonesia No 55 Tahun 2006 tentang Penambahan Penyertaan Modal Negara Republik Indonesia:
Ketentuan lebih lanjut yang diperlukan bagi pelaksanaan Peraturan Pemerintah ini diatur oleh Menteri Keuangan dan Menteri Negara Badan Usaha Milik Negara baik sendiri -sendiri maupun bersama -sama sesuai dengan tugas dan kewenangannya masin g-masing.",found,1,kg-40fd0b0e5a38-b85fe2c6d939d82a60e7-0,"Berikut kutipan verbatim dari Pasal 4 dalam Peraturan Pemerintah Republik Indonesia No 55 Tahun 2006 tentang Penambahan Penyertaan Modal Negara Republik Indonesia:
(1) Penambahan penyertaan modal Negara sebagaimana dimaksud dalam","Poin yang tercantum dalam Pasal 4 dalam Peraturan Pemerintah Republik Indonesia No 55 Tahun 2006 tentang Penambahan Penyertaan Modal Negara Republik Indonesia Ke Dalam Modal Saham Perusahaan Perseroan (Persero) Pt Pertani:
Ketentuan lebih lanjut yang diperlukan bagi pelaksanaan Peraturan Pemerintah ini diatur oleh Menteri Keuangan dan Menteri Negara Badan Usaha Milik Negara baik sendiri-sendiri maupun bersama-sama sesuai dengan tugas dan kewenangannya masing-masing.",0.528736,0.836066,0.954545,False,,,,,,,,
qa-covered-0070,True,peraturan gubernur|24|2016,Pasal 1,Apa saja elemen/komponen yang dibahas dalam Pasal 1 dari Peraturan Gubernur Provinsi Sumatera Barat No 24 Tahun 2016?,"Isi resmi sebagaimana tercatat dalam Pasal 1 dalam Peraturan Gubernur Provinsi Sumatera Barat No 24 Tahun 2016 tentang Pembinaan Dan Pengawasan:
Dalam Peraturan Gubernur ini yang dimaksud dengan: 1. Daerah adalah Provinsi Sumatera Barat. 2. Pemerintah Daerah adalah Pemerintah Provinsi Sumatera Barat. 3. Gubernur adalah Gubernur Sumatera Barat. 4. Kabupaten/Kota adalah kabupaten/kota yang ada di Provinsi Sumatera Barat. 5. Dinas Kesehatan Provinsi yang selanjutnya disebut Dinas Kesehatan adalah satuan kerja perangkat daerah Provinsi Sumatera Barat yang melaksanakan urusan bidang kesehatan. 6. Kepala Dinas Kesehatan adalah kepala dinas kesehatan Provinsi Sumatera Barat. 7. Kesehatan adalah keadaan sehat, baik secara fisik, mental, spiritual maupun sosial yang memungkinkan setiap orang untuk hidup produktif secara sosial dan ekonomis. 8. Pusat Kesehatan Masyarakat yang selanjutnya disebut Puskesmas adalah fasilitas pelayanan kesehatan yang menyelenggarakan upaya kesehatan masyarakat dan upaya kesehatan perorangan tingkat pertama dengan lebih mengutamakan upaya promotif dan preventif untuk mencapai derajat kesehatan masyarakat yang setinggi- tingginya di wilayah kerjanya. 9. Akreditasi adalah pengakuan yang diberikan oleh lembaga independen penyelenggara akreditasi yang ditetapkan oleh menteri setelah memenuhi standar akreditasi. 10. Pra Akreditasi adalah rangkaian atau proses kegiatan penyiapan puskesmas dalam memenuhi standar akreditasi. 11. Pasca Akreditasi adalah rangkaian kegiatan untuk memelihara serta meningkatkan pencapaian standar akreditasi secara berkesinambungan sampai dilakukan penilaian akreditasi berikutnya. 12. Pembinaan dan Pengawasan adalah tindakan yang dilakukan oleh gubernur melalui dinas dalam rangka mendukung, memotivasi, mendorong dan memperlancar proses akreditas puskesmas. www.regulasip.com 13. Standar Akreditasi Puskesmas adalah standar yang telah ditetapkan dalam peraturan perundang- undangan yang harus dipenuhi oleh puskesmas guna penetapan akreditasi oleh lembaga independen penyelenggara akreditasi. 14. Tim Pendamping adalah Tim yang ditetapkan oleh Kepala Dinas Kesehatan Kabupaten/Kota untuk melakukan pendampingan dan penilaian pra akreditasi serta pendampingan pasca akreditasi .",found,7,"kg-a52b1419ea0a-f612c901123e4223ec42-0,kg-a52b1419ea0a-01a5f0692abfce8866e3-0,kg-a52b1419ea0a-0940f798a942e2807ad8-0,kg-a52b1419ea0a-37f80fa08ac16a75aa3f-0","Elemen/komponen yang dibahas dalam Pasal 1 dalam Peraturan Gubernur Provinsi Sumatera Barat No 24 Tahun 2016 tentang Pedoman Umum Pelaksanaan Pengadaan Barang/Jasa Di Lingkungan:
Dalam Peraturan Gubernur ini yang dimaksud dengan: 1. Daerah adalah Provinsi Sumatera Barat. 2. Pemerintah Daerah adalah Gubernur dan Perangkat Daerah sebagai unsur penyelenggara Pemerintahan Daerah. 3. Gubernur adalah Gubernur Sumatera Barat. 4. Satuan Kerja Perangkat Daerah yang selanjutnya disingkat SKPD adalah Satuan Kerja Perangkat Daerah Provinsi Sumatera Barat. 5. Satuan Kerja Perangkat Daerah yang selanjutnya disingkat SKPD adalah Satuan Kerja Perangkat Daerah Provinsi Sumatera Barat. 6. Satuan Kerja Perangkat Daerah yang selanjutnya disingkat SKPD adalah Satuan Kerja Perangkat Daerah Provinsi Sumatera Barat. 7. Satuan Kerja Perangkat Daerah yang selanjutnya disingkat SKPD adalah Satuan Kerja Perangkat Daerah Provinsi Sumatera Barat. 8. Satuan Kerja Perangkat Daerah yang selanjutnya disingkat SKPD adalah Satuan Kerja Perangkat Daerah Provinsi Sumatera Barat. 9. Satuan Kerja Perangkat Daerah yang selanjutnya disingkat SKPD adalah Satuan Kerja Perangkat Daerah Provinsi Sumatera Barat. 10. Satuan Kerja Perangkat Daerah yang selanjutnya disingkat SKPD adalah Satuan Kerja Perangkat","Elemen/komponen yang dibahas dalam Pasal 1 dalam Peraturan Gubernur Provinsi Sumatera Barat No 24 Tahun 2016 tentang Pedoman Pelaksanaan Bantuan Keuangan Kepada Pemerintah Kabupaten/Kota Untuk Pembangunan Desa/Lingkungan Terpadu Pada Kantong Kemiskinan Di Provinsi Sumatera Barat Tahun 2016:
1. Daerah adalah Provinsi Sumatera Barat. 2. Pemerintahan Daerah adalah Penyelenggaraan Urusan Pemerintahan oleh Pemerintah Daerah dan Dewan Perwakilan Rakyat Daerah menurut asas otonomi dan tugas pembantuan sesuai prinsip otonomi seluas-luasnya dalam Sistem dan Prinsip Negara Kesatuan Republik Indonesia sebagaimana dimaksud dalam Undang-Undang Dasar Negara Republik Indonesia Tahun 1945. 3. Gubernur adalah Gubernur Sumatera Barat. 4. Pemerintah Kabupaten/Kota adalah Pemerintah Kabupaten/Kota seProvinsi Sumatera Barat. 5. Bupati/Walikota adalah Bupati/Walikota se-Provinsi Sumatera Barat. 6. Anggaran Pendapatan dan Belanja Daerah selanjutnya disebut APBD adalah Anggaran Pendapatan dan Belanja Daerah Provinsi Sumatera Barat yang merupakan rencana keuangan tahunan pemerintah daerah yang dibahas dan disetujui bersama oleh pemerintah dan DPRD, dan ditetapkan dengan Peraturan Daerah. 7. Satuan Kerja Perangkat Daerah selanjutnya disingkat SKPD adalah perangkat daerah pada pemerintah daerah. 8",0.358079,0.376368,0.859649,False,,,,,,,,
qa-covered-0071,True,peraturan pemerintah|96|2000,Pasal 30,Apa saja poin yang tercantum dalam Pasal 30 dalam Peraturan Pemerintah Republik Indonesia No 96 Tahun 2000?,"Berikut kutipan verbatim dari Pasal 30 dalam Peraturan Pemerintah Republik Indonesia No 96 Tahun 2000 tentang Wewenang Pengangkatan, Pemindahan, Dan Pemberhentian:
Cukup jelas",found,1,kg-0bb45d95f101-dfb3263783cae76dc0c4-0,"Berikut kutipan verbatim dari Pasal 30 dalam Peraturan Pemerintah Republik Indonesia No 96 Tahun 2000 tentang Pendirian Perusahaan Jawatan Rumah Sakit:
(1) Dewan Pengawas wajib mengadakan rapat sekurang -kurangnya 1 (satu) kali dalam 6 (enam) bulan. (2) Rapat sebagaimana dimaksud dalam ayat (1) dapat diadakan lebih dari 1 (satu) kali dalam 1 (satu) tahun apabila diperlukan. (3) Rapat sebagaimana dimaksud dalam ayat (1) dan ayat (2) dipimpin oleh Ketua Dewan Pengawas. (4) Dalam hal Ketua Dewan Pengawas berhalangan, rapat dipimpin oleh salah seorang anggota Dewan Pengawas yang ditunjuk oleh Ketua Dewan Pengawas. (5) Keputusan rapat Dewan Pengawas diambil atas dasar musyawarah untuk mufakat. (6) Dalam hal tidak tercapai mufakat, keputusan diambil berdasarkan suara terbanyak. (7) Untuk setiap rapat dibuat risalah rapat.","Poin yang tercantum dalam Pasal 30 dalam Peraturan Pemerintah Republik Indonesia No 96 Tahun 2000 tentang We wenang Pengangkatan, Pemindahan Dan Pemberhentian Pegawai Negeri Sipil:
Dengan berlakunya Peraturan Pemerintah ini, maka Peraturan Pemerintah Nomor 20 Tahun 1975 tentang Pegawai Negeri Sipil sebagaimana telah diubah dengan Peraturan Pemerintah Nomor 19 Tahun 1991 dan ketentuan lain bertentangan dengan Peraturan pemerintah ini, dinyatakan tidak berlaku.",0.236111,0.376471,0.818182,False,,,,,,,,
qa-covered-0072,True,peraturan pemerintah|34|2006,Pasal 92,Tulis isi hukum dari Pasal 92 dalam Peraturan Pemerintah Republik Indonesia No 34 Tahun 2006!,"Isi hukum dari Pasal 92 dalam Peraturan Pemerintah Republik Indonesia No 34 Tahun 2006 tentang Jalan:
Cukup jelas.",found,1,kg-a3af474b6305-5deb65393709efc824a2-0,"Isi hukum dari Pasal 92 dalam Peraturan Pemerintah Republik Indonesia No 34 Tahun 2006 tentang Perubahan Atas Peraturan Pemerintah Nomor 25 Tahun 2004:
diubah, sehingga","Isi hukum dari Pasal 92 dalam Peraturan Pemerintah Republik Indonesia No 34 Tahun 2006 tentang Jalan:
(1) Pelaksanaan konstruksi jalan dapat dimulai setelah pengadaan tanah selesai dilaksanakan sekurang- kurangnya pada bagian ruas jalan yang dapat berfungsi. (2) Pelaksanaan konstruksi jalan harus didasarkan atas rencana teknis sebagaimana dimaksud dalam",0.697674,0.484848,0.818182,False,,,,,,,,
qa-covered-0073,True,peraturan pemerintah|72|2009,Pasal 2,Apa frasa hukum dalam Pasal 2 dari Peraturan Pemerintah Republik Indonesia No 72 Tahun 2009?,"Frasa hukum dalam Pasal 2 dalam Peraturan Pemerintah Republik Indonesia No 72 Tahun 2009 tentang Lalu Lintas Dan Angkutan Kereta Api:
(1) Angkutan kereta api dilaksanakan pada jaringan jalur kereta api dalam lintas pelayanan kereta api yang membentuk jaringan pelayanan perkeretaapian . (2) Jaringan pelayanan perkeretaapian sebagaimana dimaksud pada ayat (1), terdiri atas: a. jaringan pelayanan perkeretaapian antarkota; dan b. jaringan pelayanan perkeretaapian perkotaan .",found,1,kg-aced410a168b-e6b085577de6d8490538-0,"Frasa hukum dalam Pasal 2 dalam Peraturan Pemerintah Republik Indonesia No 72 Tahun 2009 tentang Jenis Dan Tarif Atas Jenis Penerimaan Negara Bukan Pajak:
Cukup jelas.","Frasa hukum dalam Pasal 2 dalam Peraturan Pemerintah Republik Indonesia No 72 Tahun 2009 tentang Lalu Lintas Dan Angkutan Kereta Api:
(1) Angkutan kereta api dilaksanakan pada jaringan jalur kereta api dalam lintas pelayanan kereta api yang membentuk jaringan pelayanan perkeretaapian. (2) Jaringan pelayanan perkeretaapian dimaksud pada ayat (1), terdiri atas: a. jaringan pelayanan perkeretaapian antarkota; dan b. jaringan pelayanan perkeretaapian perkotaan.",0.382022,0.992,0.894737,False,,,,,,,,
qa-covered-0074,True,peraturan presiden|98|1945,Pasal 23,Berikan isi dokumen dari Pasal 23 dalam Peraturan Presiden Republik Indonesia No 98 Tahun 1945!,"Isi dokumen dari Pasal 23 dalam Peraturan Presiden Republik Indonesia No 98 Tahun 1945 tentang Lembaga Ketahanan Nasional Republik Indonesia:
Deputi Bidang Pengkajian Strategik mempunyai tugas menyelenggarakan pengkajian strategik permasalahan nasional, regional, dan internasional. Pasal24 Dalam melaksanakan tugas sebagaimana dimaksud dalam",found,1,kg-292ef27e1f09-cb0078b7b88ac4d0508f-0,"Isi dokumen dari Pasal 23 dalam Peraturan Presiden Republik Indonesia No 98 Tahun 1945 tentang Perubahan Atas Peraturan Presiden Nomor 10 Tahun 2019:
diubah sehingga berbunyi sebagai berikut:","Isi dokumen dari Pasal 23 dalam Peraturan Presiden Republik Indonesia No 98 Tahun 1945 tentang LEMBAGA KETAHANAN NASIONAL REPUBLIK INDONESIA:
Deputi Bidang Pengkajian Strategik mempunyai tugas menyelenggarakan pengkajian strategik permasalahan nasional, regional, dan internasional.",0.434783,0.906667,0.923077,False,,,,,,,,
qa-covered-0075,True,peraturan pemerintah|72|2009,Pasal 183,Apa bunyi dari Pasal 183 menurut Peraturan Pemerintah Republik Indonesia No 72 Tahun 2009?,(1) Asuransi kerugian yang diderita oleh pihak ketiga sebagaimana dimaksud dalam,found,1,kg-aced410a168b-7f27f499585c23f6caff-0,(1) Dalam hal terjadi perubahan data dan/atau dokumen sebagaimana dimaksud dalam,Asuransi kerugian yang diderita oleh pihak ketiga sebagaimana dimaksud dalam,0.347826,0.952381,1.0,False,,,,,,,,
